conversation_id,customer_message,agent_response
2940172,"Yes, I contacted them. Agree to this that you didxit purposely. :(","Apologies for the experience with your latest order, Shubham. Kindly fill in your details here: and we’ll contact you soon."
2940262,"I haven’t received any emails from your team in the last 5 days. I have shared my screenshot of my response of earlier ones in my previous tweets. And BTW, if it’s another email asking for this twitter handle url, pls..I have better work to do!!!","I understand your concern regarding refund of your recent order, Geetha. Kindly write back to the email you have received here: and we'll get back to you."
2943163,I ordered a product on few days ago and delivery date was 24-29 November. Now 29 Nov is going to end and still I don't know anything about my product delivery. plz consider !,"That's strange, package should be shipped and delivered as per estimates. Please report this to our team here: Also, please don't provide the order tracking details here. We consider it personal info. Our page is visible to public."
2943179,Thanks for reply. It’s a seller (DA TECH PRO) and I don’t seem to have any option to cancel?,"Gotcha! Then there should be an option listed marked ""Contact Seller"" on the same page. Please use this feature to contact the seller and let them know you'd like to cancel. We want to know what options they offer. Keep us posted on their response."
2943189,"Comme a chaque fois, comme toutes les semaines. ( … Soupir …) Cela dis j’aimerai bien une réponse. Personne ne semble pouvoir m’expliquer comment vous pouvez garantir une livraison 24h (via l’option PRIME payante) en envoyant des colissimo 48h … merci de votre réponse","2/2 Cela nous permettra d'effectuer toutes les vérifications requises et, prendre toutes les mesures nécessaires par conséquent."
2943235,Ima start buying three packs of water instead of two. Be RUNNING through it. I wish i could buy a pack of aquafina in the 1 liter bottles. do you have this?,"Keep hydrating Jessica! I did not find the an liter bottles, but we do have Aquafina in the 20oz bottles it looks like!"
2943240,Already done that - I dread this turning into another week's work - the TEDIUM of bad service,What was our CS's response? Did you ask for a refund or a replacement ?
2944305,Order number 205-1472564-8829112 it was a Christmas gift which was given straight into the hands of the intended receiver! Very disappointing and anxious for other products which I've ordered!,"We don't have access to your account via Twitter. For tips on how to prevent this from reoccurring, see here: We're always looking to improve. Please send us your packaging feedback here:"
2944346,So bummed. Got an email from Amazon telling me delivery of my preorder of has been delayed. I guess ordering it on 10/23 wasn’t early enough. 😔,"I'm sorry for the wait on your pre-order. In the message you received, did we provide a new delivery date or delivery window?"
2944412,Getting money back from a pre-order on because the price dropped makes me like them even more.,"Hi, have you already received the item or has it been dispatched yet?"
2944428,"Bonjour, je souhaiterais acheter une voitures de police playmobliesur votre site pour offrir à Noel, mais elle est actuellement en rupture, aller vous en recevoir pour noël? D'avance merci de me répondre.","Bonjour, si le délai de la disponibilité de l'article n'est pas annoncé sur la page détaillée du produit, c'est que nous n'avons pas pour le moment une précision sur les délais de réapprovisionnement des stocks."
2945520,"I have worst experience, recently I have subscribed for 6 months for Kindle unlimited and still I am not able to read the books which are free to read for Kindle unlimited... Need help",Apologies for the experience with your kindle. Please connect with our support team here: we'll help you with your concern.
2945526,"why is it such a nightmare finding someone to help with amazon? Have followed all instructions to delete items off kindle and ""permanently delete button is greyed out"". #humanplease .thanks",I'm sorry about the trouble you're having! We're here to help! Could you please tell us what it is that you're trying to delete from your device?
2946875,"A ta de parabéns, entrega mais rápida da internet",Eita Tamara 👏 ! Me diga o que comprou?
2946878,My overnight express pkg nvr came. Called logistics to complain and mgr hung up on me!😤def not the holiday spirit,"We'd like for you to have a better experience with us! Could you confirm with us the delivery date we provided in your order confirmation e-mail: We'd like to help, Chase!"
2946887,hey Amazon! An item I purchased is supposed to arrive tomorrow but hasn't shipped yet. Customer Service chat is giving me the runaround and hasn't even displayed sympathy or apologized. What gives with that?,I'm sorry about your recent experience when contacting us. I'd like to see how I can help. Some items may ship as late as the delivery date. Is tomorrow still the current delivery estimate:
2946925,All I am looking for is a the truth and not a generic answer..Will two-day prime shipping be on time on my order or will it be delayed and what is the waiting time on that order..because it seems most orders on amazon were delayed over the weekend,"We definitely want to assist you with this! Since we aren't able to view your account via Twitter, please reach out to us for further assistance here:"
